epoch,acc,loss,valacc,valloss
0,0.236055311611,1.90038434391,0.264666666826,1.80344974073
1,0.255398428586,1.81235935555,0.257000000636,1.81549611187
2,0.26092339802,1.79513344438,0.278000000238,1.74935498619
3,0.266351028324,1.77991244801,0.291333333572,1.75386441326
4,0.272557371711,1.76652620919,0.284333333333,1.7400437053
5,0.278421081341,1.75580012865,0.288333333333,1.73108796755
6,0.281991480901,1.74957186748,0.307666666508,1.7139183534
7,0.283907115122,1.74665477152,0.301666667302,1.71495252387
8,0.286862331342,1.741911572,0.307000000477,1.71349365362
9,0.288221185697,1.74052266816,0.330666666746,1.68367857679
10,0.29093500086,1.73824627971,0.333333333413,1.68330388323
11,0.292492427038,1.73623768912,0.331000000477,1.6864065539
12,0.293699432349,1.73356845038,0.333333333333,1.68377065976
13,0.294170553784,1.73233880097,0.330000000238,1.6780036513
14,0.295089435225,1.73043222707,0.322000000477,1.699734876
15,0.298161458407,1.7276677338,0.337000000477,1.66488121382
16,0.297986247946,1.72727700816,0.33733333381,1.66626642291
17,0.300992080518,1.72363899532,0.350333333572,1.65902556801
18,0.300921996338,1.72136975529,0.343333333572,1.6650509278
19,0.301716283702,1.72201888691,0.348666666905,1.65735445658
20,0.301786367872,1.7207164129,0.338666666746,1.65289481799
21,0.303511217395,1.71819847455,0.355000000318,1.64316680972
22,0.303421665375,1.71711385881,0.348333333572,1.64918988736
23,0.304994665848,1.71614307883,0.349333333651,1.65292061901
24,0.306341839532,1.7153398621,0.360000000477,1.63201910305
25,0.3068051738,1.71376076831,0.339333333969,1.66747955513
26,0.305944695819,1.71369833949,0.359000000079,1.63137857246
27,0.307618928998,1.71136161537,0.357000000318,1.63578167025
28,0.308347025726,1.71070573722,0.37033333381,1.60261653773
29,0.308090050407,1.71052234091,0.363000000079,1.62344431114
30,0.30893106057,1.70997633536,0.365,1.61500753085
31,0.310550783808,1.70813070678,0.375333333731,1.6081777331
32,0.310679271463,1.70645076336,0.35833333381,1.60987124888
33,0.312847987446,1.7057552479,0.373999999841,1.60549451351
34,0.313435915843,1.70348473977,0.369666666508,1.60088249715
35,0.313685104047,1.70258093696,0.369333333572,1.62043454615
36,0.31397712143,1.70041703297,0.366333333492,1.59713304901
37,0.315359337203,1.69901308943,0.370333333333,1.60114711634
38,0.314019950655,1.70106699693,0.385000000159,1.60347421265
39,0.316052391867,1.69919290351,0.374333333333,1.60887425741
