epoch,acc,loss,valacc,valloss
0,0.236195459247,1.90068439106,0.271666666667,1.789820762
1,0.255585319731,1.81209522173,0.271666666349,1.76381044229
2,0.262126509762,1.79401119439,0.278333333731,1.759383557
3,0.266658619995,1.77977228237,0.278666667144,1.74157775434
4,0.270501569133,1.76879158813,0.278666666667,1.74752376938
5,0.276680657572,1.75690643791,0.269999999841,1.74891960367
6,0.281057025177,1.75153426916,0.312666667302,1.70283909861
7,0.283268570382,1.74677994664,0.301666667302,1.71282599036
8,0.287792893506,1.74254927651,0.318333333651,1.70129643313
9,0.288766284877,1.73977475229,0.328666667144,1.68469028791
10,0.290759790395,1.73798271626,0.329333333333,1.68006012694
11,0.291748756027,1.73637864889,0.328666666826,1.69417433929
12,0.293251672308,1.73391229515,0.323000000318,1.68183567588
13,0.296023890938,1.73112047379,0.336000000636,1.6723876152
14,0.296600138649,1.73002665989,0.329333333572,1.68417057546
15,0.29629254697,1.72923427741,0.332333333651,1.67664804586
16,0.29700896302,1.72836141222,0.328999999841,1.68042165915
17,0.298784428883,1.72677927587,0.340000000079,1.65955701701
18,0.29927112456,1.72373608691,0.338000000636,1.66633846474
19,0.301634518827,1.72169307817,0.349333333333,1.65195708688
20,0.301856452053,1.72077761422,0.342333333413,1.65095472908
21,0.304375588942,1.7178075226,0.348666667144,1.64980641524
22,0.304293824063,1.71816559617,0.36333333381,1.64297468821
23,0.303565727298,1.7157507339,0.350333333651,1.63613630676
24,0.305481361527,1.71487543093,0.350000000159,1.63073315748
25,0.307182849646,1.71327192497,0.359333333731,1.62100551637
26,0.307907052837,1.71222708143,0.361000000318,1.62374693807
27,0.3076851196,1.71166693566,0.363999999921,1.6264401296
28,0.308335345039,1.70956662171,0.354,1.62561021709
29,0.309355459198,1.70742117075,0.360999999841,1.63060684395
30,0.311582578684,1.70630816788,0.362333333651,1.62719342677
31,0.31202644513,1.70587614203,0.364333333492,1.61987377675
32,0.312676670557,1.70430720166,0.375666666826,1.60663529841
33,0.311991403046,1.70472899974,0.356,1.63982387034
34,0.312400227412,1.70548302799,0.365333333651,1.6156633091
35,0.315312614403,1.70070424109,0.36733333389,1.62044091225
36,0.313778549598,1.70028174684,0.364000000318,1.61976079241
37,0.31576037443,1.70005663564,0.371666666667,1.61306678549
38,0.315573483282,1.69830257572,0.373000000238,1.59992165883
39,0.317461862577,1.69769999243,0.37733333381,1.594704175
40,0.316768807911,1.69714938647,0.380000000159,1.58520671304
41,0.317060825301,1.69654068782,0.369666667144,1.59895979659
42,0.31745018187,1.69606600894,0.380333333651,1.59976352692
43,0.319381390338,1.69424922065,0.385666666905,1.59982211113
44,0.319155563544,1.69295268865,0.370000000795,1.60555431557
45,0.319303519043,1.69246563501,0.378000000159,1.59874630165
46,0.318361276177,1.69218914263,0.371666667541,1.60476712322
47,0.320518311464,1.69128150146,0.364666667223,1.60136285845
48,0.319887553853,1.69101580597,0.381999999841,1.59112680562
49,0.323200978122,1.68930602933,0.378999999841,1.59343022283
50,0.322387222917,1.68917996652,0.395333333015,1.58643114185
51,0.322515710569,1.68775473522,0.382666667144,1.58663243866
52,0.322235373863,1.6863529119,0.382999999682,1.58059341749
53,0.323788906486,1.68611124995,0.386000000318,1.58006641165
54,0.324606555233,1.68583144051,0.386666666508,1.58359742959
55,0.325385268323,1.68400588432,0.401000000795,1.57716773987
56,0.325112718751,1.68303118462,0.379000000159,1.59602986813
57,0.323489101958,1.68455814573,0.392666666826,1.5760498689
58,0.325373587639,1.68313157614,0.393,1.57507450263
59,0.326265214155,1.68241956719,0.389333334287,1.57942489751
60,0.326432637463,1.68062405053,0.387333333333,1.56834514491
