epoch,acc,loss,val_acc,val_loss
0,0.389186053805,1.63815127943,0.525333333333,1.27423270162
1,0.539309437287,1.22296462591,0.58333333381,1.09129046694
2,0.572210065759,1.14018469411,0.57433333381,1.13996131166
3,0.587554607314,1.10097389044,0.622000000636,1.02716979504
4,0.601999735335,1.05936824411,0.58666666762,1.16100622749
5,0.612804379566,1.03467057958,0.626,1.00124946276
6,0.620572042736,1.01391256465,0.629000000636,1.00188217068
7,0.627646651227,0.996381786864,0.633666667938,0.964334033171
8,0.634483752202,0.978160847606,0.637333333333,0.983013416449
9,0.641523318621,0.959955215732,0.644333334128,0.981138489405
10,0.645105398938,0.948148537929,0.637333333651,0.96049632899
11,0.650194288997,0.934614378835,0.640666667302,0.97659245348
12,0.655859426798,0.920990646861,0.646000001113,0.978904107253
13,0.658658900401,0.912701325158,0.655666667938,0.949324769656
14,0.663533644389,0.900212392851,0.656666666667,0.945952879111
15,0.666037206989,0.892273288609,0.656666667779,0.941377621015
16,0.670273406251,0.882107978755,0.656666666667,0.965095576286
17,0.671005396559,0.878854255216,0.662,0.933937591871
18,0.67626560356,0.870519660911,0.655000001113,0.974620730082
19,0.679703621874,0.856042662557,0.657666666667,0.951935153643
20,0.679415498005,0.854943757354,0.658333334128,0.951391396523
21,0.68274839011,0.845171536135,0.660333334128,0.958582671483
22,0.686147472781,0.839193051487,0.661000001272,0.933819884459
23,0.688195488198,0.831770855487,0.664666667302,0.962876074791
24,0.689858040685,0.827186404471,0.665333333333,0.970733385086
25,0.692369390442,0.820556388182,0.668666666667,0.943957698822
26,0.696266849471,0.812299896882,0.669000000477,0.951968938828
27,0.697610129575,0.807668348424,0.663666666985,0.98916504701
28,0.698844389813,0.803087780323,0.664999999682,0.963362555186
29,0.701577672779,0.796378006081,0.668000000159,0.969705937068
30,0.70331809661,0.792524318207,0.673666667779,0.930386354129
31,0.705408941276,0.786809831588,0.677666666667,0.96268404309
32,0.705463451194,0.783988663278,0.679333334287,0.949341956298
33,0.709318081002,0.777678831011,0.672999999682,0.954654241403
34,0.710272004557,0.774041499023,0.669666666667,0.936750642935
35,0.711514051947,0.771174072403,0.677333333333,0.948016253789
36,0.713834617026,0.764648381753,0.676666666349,0.965075285912
37,0.714531565248,0.761106072326,0.672333333492,0.936855727673
38,0.717124679844,0.756786513229,0.670666667144,0.97283605512
39,0.717841095858,0.753237106596,0.672666666349,0.977539657911
40,0.719795665754,0.750713836836,0.669666667302,0.950801561991
41,0.720204490103,0.746931426183,0.674333333969,0.984285970688
42,0.721209030018,0.743320707542,0.67533333381,0.969344083627
43,0.722194102124,0.740574768772,0.67166666762,0.961322121938
44,0.725480271367,0.732859220381,0.666333333333,1.00463927269
45,0.725063659878,0.733799657989,0.672000000636,0.955587684949
46,0.726733999451,0.728859508913,0.665666666667,0.999987700462
47,0.726539321187,0.729514285282,0.672666666667,0.98948895661
48,0.729245349229,0.722623408206,0.680000000477,0.972221635183
49,0.730958518034,0.718233806213,0.681333334287,0.979053600311
50,0.733064936953,0.715586581558,0.678666666667,1.0039290061
51,0.732504263544,0.713544029645,0.678000000318,1.00113991769
52,0.733501016301,0.711118401398,0.682999999841,0.972383928458
53,0.734859870637,0.709321794045,0.678000000477,1.00030185445
54,0.737285561961,0.703360227837,0.674000000636,1.01476805544
55,0.736806653393,0.701949683888,0.678333333015,0.957850008488
56,0.738469205883,0.699724179425,0.676666666349,0.973769055367
57,0.7407664095,0.696090089432,0.672666666826,1.01678114812
58,0.740454924299,0.694390860739,0.671999999682,1.01217339786
59,0.741346550749,0.691758131449,0.675666667302,1.02755187607
60,0.742701511538,0.685776474289,0.67266666762,0.989287004789
61,0.742421174812,0.688730394576,0.685000000159,1.01902038066
62,0.744449722468,0.68510926094,0.675666667302,1.07827157084
63,0.746435440882,0.680500121411,0.677333333333,0.995128799915
64,0.746571715661,0.679457273076,0.683000000477,1.00551845042
65,0.746081126411,0.67780562682,0.687333334287,1.0230894165
66,0.748121354716,0.675206088553,0.68666666762,0.985389814695
67,0.74887670638,0.67257629327,0.678333333174,1.00794369666
68,0.748674241037,0.672406184987,0.684333333333,1.0042913599
69,0.750940296104,0.665291320671,0.683000000954,1.05224647808
70,0.751177803656,0.66516567591,0.680333333333,1.01851312033
71,0.753190777001,0.662868730505,0.681999999841,1.02566685057
72,0.753436071645,0.660770298602,0.673333333015,1.05799680837
73,0.75541010936,0.655756284995,0.673666667302,1.05564441077
74,0.756768963711,0.65318162896,0.679999999841,1.03018168783
75,0.756944174163,0.652349404174,0.682000000795,1.04305591536
76,0.756566498305,0.651367591589,0.680999999841,1.04592874161
77,0.758711852879,0.647904168252,0.678000000477,1.03206652101
78,0.759085635188,0.645544208904,0.671999999682,1.08330336841
79,0.758750788496,0.646504114649,0.681000000159,1.00973290555
80,0.760133004304,0.642295907562,0.689000000795,1.04271375958
81,0.759953900252,0.641339993985,0.691333334128,1.07828836203
82,0.760806591148,0.639946220969,0.688,1.04114551624
83,0.76292858429,0.636461638288,0.686333333492,1.05471941694
84,0.76248082428,0.636848793403,0.688000000954,1.05198032951
85,0.764291332216,0.633047904716,0.679,1.04357584222
86,0.765591783107,0.631320122793,0.686666666667,1.05662463109
87,0.764688475879,0.631016806004,0.68333333381,1.02821337001
88,0.767484055937,0.626039769509,0.68566666762,1.04562569332
89,0.76691948892,0.627311045245,0.683000000954,1.06217013359
90,0.768434085916,0.623160119893,0.682,1.0676366388
91,0.769092098498,0.620743153299,0.677,1.05542044862
92,0.767974645179,0.621073361819,0.682000000159,1.06855931759
93,0.76982019521,0.618494987666,0.678333334287,1.07696449312
94,0.771159581731,0.615658348398,0.673666667779,1.05213964446
95,0.771034987614,0.615450169542,0.681333334287,1.04619925435
96,0.771844849269,0.613502926219,0.67866666762,1.04195502059
97,0.77100773272,0.613401809221,0.67966666762,1.05702721087
98,0.772779304964,0.610604674666,0.680000000795,1.10489916865
99,0.773920119709,0.607923973354,0.684999999682,1.09565754382
100,0.773616421599,0.60929544155,0.676000000954,1.07738055197
101,0.773406169053,0.607654690942,0.681666666508,1.09520539331
102,0.774889617473,0.604923547209,0.683666667302,1.08738920164
103,0.776123877775,0.602352070006,0.68166666762,1.13374703693
104,0.776053793556,0.600766030129,0.691999999682,1.07793293873
105,0.777326989531,0.600455132394,0.687000000159,1.05044205316
106,0.777595645501,0.599122665193,0.686000000795,1.12441858737
107,0.77683640024,0.60128202937,0.685333333015,1.1237988774
108,0.780091421001,0.593488216519,0.689,1.08087315528
109,0.780177079445,0.592548599236,0.686333333651,1.12349878025
110,0.780745539998,0.592537677987,0.680333334287,1.07528573402
111,0.779869487789,0.590350789631,0.688333333015,1.13207460499
112,0.780862346962,0.589654201835,0.686000000954,1.12074726391
113,0.783069998595,0.584090305465,0.678333333015,1.13744549894
114,0.782404198888,0.585003590469,0.68833333381,1.07581602796
115,0.78219394638,0.586274772782,0.683333334128,1.08842099984
116,0.783439887296,0.581814283149,0.678666667302,1.06900462532
117,0.783182911972,0.583644787433,0.685000000954,1.09647429721
118,0.785082971904,0.580046574623,0.686666667302,1.13006858762
119,0.785265969492,0.578149652571,0.688666666349,1.11070072079
120,0.785526838426,0.578984392143,0.679666667461,1.12552721596
121,0.78617706385,0.575263598003,0.678000000318,1.1175557731
122,0.786048576219,0.576851452101,0.688666667144,1.12874512784
123,0.787613789516,0.573548055449,0.692333334128,1.11856057644
124,0.788598861614,0.568911968859,0.677333334287,1.14822918701
125,0.787870764834,0.571030161081,0.683000000159,1.11283418862
126,0.788275695665,0.571626001703,0.683333333492,1.11332912827
127,0.788929814643,0.570674972209,0.686666666349,1.10319404538
128,0.790728641961,0.567846204782,0.688666666826,1.09253519599
129,0.788707881398,0.569084462706,0.683000000159,1.08918075053
130,0.791008978662,0.565521413199,0.68466666762,1.16166849995
131,0.792465172089,0.561115267194,0.684666667461,1.15315841373
132,0.790701386985,0.565345656369,0.680666666667,1.10592761517
133,0.792698786091,0.558872646403,0.687000000795,1.13482019218
134,0.793021952037,0.559523224352,0.690000000477,1.14211488787
135,0.791966795714,0.559317975016,0.688666667302,1.0845305775
136,0.792617021218,0.559279237419,0.690333333015,1.0960419124
137,0.793894110665,0.558547812722,0.693666666985,1.12252193451
138,0.794719546572,0.55504084205,0.683000000795,1.13228634612
139,0.795241284313,0.554079361241,0.684666667779,1.09599758848
140,0.796000529586,0.5526524412,0.67933333381,1.10493355831
141,0.797437255251,0.549866870006,0.686666666826,1.16574483522
142,0.796709158496,0.550714388704,0.691666666349,1.13526071072
143,0.795288007125,0.550086745262,0.68766666762,1.15171794701
144,0.796693584258,0.54769422907,0.686333334128,1.20057992776
145,0.79711408933,0.548080486031,0.692000000636,1.10743935458
146,0.797460616617,0.547983241944,0.68733333381,1.15808455038
147,0.799352889489,0.542581255084,0.696,1.11664589167
148,0.798356136691,0.544633220717,0.68966666762,1.11127378861
149,0.798726025459,0.543838269122,0.69366666762,1.10756484032
150,0.798940171507,0.544967537176,0.685,1.13330402851
151,0.80058325615,0.537936569022,0.687666667302,1.21834227816
152,0.80036132294,0.540054157554,0.68933333381,1.13641800674
153,0.800513171978,0.538770127793,0.679666666349,1.18046342945
154,0.801696815937,0.54022063421,0.686000000159,1.18160747528
155,0.800696169585,0.537901620425,0.688666666349,1.14904530907
156,0.801319140009,0.535445196379,0.685000000954,1.1961166563
157,0.80270135581,0.53523625008,0.686000000795,1.15904790847
158,0.802284744295,0.534134347268,0.683999999682,1.12586709436
159,0.803121860889,0.532767948571,0.685000000954,1.15845134862
160,0.802646845851,0.534761811424,0.68766666762,1.14855293147
161,0.803853851199,0.533969222767,0.686000000795,1.18064218299
162,0.805570913603,0.527001985348,0.689000000318,1.20427126916
163,0.804231527064,0.531073035594,0.68933333381,1.16348617665
164,0.80540738386,0.528501627828,0.686666666826,1.14935527992
165,0.804025168071,0.529684393429,0.688333333174,1.14910954952
166,0.805372341743,0.527746790702,0.691000000318,1.14211986812
167,0.805991418635,0.528384672628,0.680999999523,1.15532624944
168,0.806797386706,0.524843418295,0.681333333492,1.22062639952
169,0.806626069807,0.524316328479,0.68466666762,1.16808510367
170,0.807564419101,0.523681125802,0.681333334287,1.15191525237
171,0.808023859808,0.521811385033,0.686333333969,1.1678996892
172,0.807696800359,0.52211489029,0.688333333492,1.15900995334
173,0.807136126921,0.522905396337,0.685999999364,1.16199474049
174,0.808833721448,0.51815135697,0.685000000954,1.16624184942
175,0.808401535712,0.518991419044,0.689999999682,1.16972721529
176,0.809826580626,0.516163694138,0.684333333969,1.14153231366
177,0.808876550663,0.516615732341,0.677000000477,1.16587599182
178,0.810009578231,0.51598534228,0.694,1.15893348042
179,0.811395687538,0.512811665711,0.689333333969,1.20361865123
180,0.810426189754,0.51548210399,0.689999999682,1.12744358238
181,0.811862915427,0.512737987301,0.695333334287,1.12445101738
182,0.810363892715,0.512933553212,0.69566666762,1.1645396684
183,0.810597506623,0.512538883614,0.687666667461,1.15692169603
184,0.811886276811,0.513510788525,0.68333333381,1.17731775618
185,0.812010870875,0.511819602457,0.698666667144,1.19030106529
186,0.811711066363,0.512951198859,0.69033333381,1.1595194362
187,0.812851881053,0.508291319976,0.681000000636,1.15002376318
188,0.812766222601,0.506292318426,0.689000000954,1.16562832689
189,0.814393732952,0.507414740316,0.694666667461,1.16653833659
190,0.814136757668,0.506452688723,0.692333333969,1.19213579051
191,0.81456504988,0.505120281329,0.68666666762,1.13898478079
192,0.812824626073,0.504913186685,0.685000000477,1.17137222513
193,0.814498859228,0.502173668175,0.690333333015,1.16718472846
194,0.81581877794,0.502845541978,0.689333333015,1.16627799273
195,0.815822671514,0.501834456073,0.687000000318,1.19622739108
196,0.815939478529,0.501536032371,0.688666667144,1.18422679265
197,0.816469003433,0.499708356629,0.687000000477,1.21292248885
198,0.816453429169,0.500321673818,0.692666666985,1.20670207532
199,0.816593597462,0.500102222347,0.679666667144,1.21026603985
200,0.816807743575,0.499340233164,0.68066671133,1.21616453409
201,0.817286430632,0.497787647237,0.692000000477,1.1915137914
202,0.817473543325,0.497980290333,0.692666667302,1.20294737562
203,0.818587102993,0.493329669156,0.689333334287,1.1712148091
204,0.817341162057,0.497404564493,0.682666667461,1.21193359311
205,0.817165951613,0.496546530754,0.687333333969,1.2013009758
206,0.817442394771,0.49725785041,0.690333334128,1.20635430447
207,0.818213320726,0.496496889386,0.689333333969,1.18171650728
208,0.819688982066,0.490647571398,0.695333333333,1.17202211205
209,0.81894920462,0.494419376238,0.681666667144,1.19604144287
210,0.81944758102,0.491083432208,0.68666666762,1.21187585894
211,0.818906375386,0.492239731112,0.689000000477,1.190073452
212,0.820265229707,0.490021920836,0.690000000636,1.18423032602
213,0.820191251977,0.490906890357,0.69133333381,1.18364755249
214,0.820308058983,0.489042972342,0.689666667144,1.1923570652
215,0.820237974785,0.487158269081,0.688000001272,1.23314899349
216,0.819980999453,0.492435778976,0.694666666826,1.18713308748
217,0.821631871219,0.48806436091,0.683333334287,1.16714943409
218,0.820230187654,0.487790602749,0.691000000318,1.17228963582
219,0.82146834151,0.48904631193,0.688000000477,1.1572048742
220,0.822982938445,0.484648155777,0.695666667302,1.20086241023
221,0.820934923018,0.488621365995,0.689333333333,1.17832274755
222,0.823757757998,0.483695381257,0.684333333174,1.24818527619
223,0.822725963146,0.483844919213,0.69866666762,1.20609640948
224,0.821670806927,0.486942552412,0.688000000477,1.1974275643
225,0.822944002811,0.483489556502,0.69866666762,1.17172632456
226,0.820767499702,0.488481468021,0.689333334128,1.20639609575
227,0.823434592051,0.481522394069,0.690333333969,1.21109463739
228,0.824178263064,0.480353542214,0.696666667461,1.23891188828
229,0.823777225831,0.480803502846,0.701333333969,1.16342778635
230,0.822332713018,0.487929118591,0.690333334128,1.20213984903
231,0.825210057918,0.477157351184,0.695000000636,1.20849136829
232,0.82370714165,0.479784478331,0.690000000954,1.18935959927
233,0.824703894466,0.479932997858,0.695000000318,1.18629369354
234,0.826677932129,0.474559097709,0.686000000795,1.20758795611
235,0.824668852322,0.478703447969,0.698000000636,1.24770239607
236,0.825490394633,0.476839495716,0.692000000636,1.26085523876
237,0.826241852807,0.475751572709,0.689999999364,1.23347314771
238,0.82655723159,0.473844536025,0.685333333969,1.21077885469
239,0.825716221444,0.477319406956,0.69333333381,1.18232944552
240,0.826720761318,0.473959952399,0.69433333381,1.2108453776
241,0.827810959674,0.471644692537,0.689666667302,1.22357010221
242,0.827082862953,0.473200758479,0.695333333492,1.22928946368
243,0.827585132893,0.472559842117,0.69133333381,1.22623481226
244,0.827071182234,0.472291065181,0.691000000477,1.28301351897
245,0.826806419781,0.473653372459,0.697000000477,1.23568101025
246,0.828679224762,0.469210181409,0.694666666667,1.21721072404
247,0.827927766656,0.46981125028,0.694333333492,1.21554283237
248,0.828324910315,0.472103954226,0.685000000795,1.19505601931
